method,metric,n_pairs,delta_mean_cfg_minus_full,delta_ci_low,delta_ci_high,p_value,effect_size_d,p_value_bh_fdr,significant_fdr_0_05
ES,topology_complexity,2,-0.013192495449793756,-0.016187498650078902,-0.01019749224950861,0.5036240939765059,-4.404835176315584,1.0,False
ES,path_length,2,-0.5,-1.0,0.0,1.0,-1.0,1.0,False
ES,num_nodes,2,-2.5,-7.0,2.0,1.0,-0.5555555555555556,1.0,False
ES,repair_applied,2,0.0,0.0,0.0,1.0,0.0,1.0,False
ES,generation_constraint_rejections,2,0.5,0.0,1.0,1.0,1.0,1.0,False
ES,candidate_repairs_applied,2,0.0,0.0,0.0,1.0,0.0,1.0,False
ES,novelty_vs_reference,2,-0.046297616417585605,-0.06558183065998947,-0.027013402175181736,0.5033741564608848,-2.4008038821608935,1.0,False
ES,graph_edit_distance,2,0.013371450821557725,-0.013148148148148145,0.039891049791263594,1.0,0.5042101442345464,1.0,False
ES,generation_time_sec,2,0.13207674026489258,0.008518218994140625,0.25563526153564453,0.5061234691327168,1.0689407651251732,1.0,False
GA,fitness,2,0.034326022104935905,-0.006654932534172375,0.07530697674404419,1.0,0.8376091383722538,1.0,False
GA,feasible,2,0.0,0.0,0.0,1.0,0.0,1.0,False
GA,overall_completeness,2,0.0,0.0,0.0,1.0,0.0,1.0,False
GA,constraint_valid,2,0.0,0.0,0.0,1.0,0.0,1.0,False
GA,linearity,2,0.022089947089947104,-0.016666666666666663,0.06084656084656087,1.0,0.5699658703071675,1.0,False
GA,leniency,2,-0.005952380952380987,-0.1785714285714286,0.16666666666666663,1.0,-0.034482758620689856,1.0,False
GA,progression_complexity,2,0.00803555376237311,-0.0005144418186978639,0.016585549343444084,1.0,0.939831335136968,1.0,False
GA,topology_complexity,2,0.0323543844549021,0.02496618595669503,0.03974258295310917,0.5036240939765059,4.379198049802492,1.0,False
GA,path_length,2,0.5,-1.0,2.0,1.0,0.3333333333333333,1.0,False
GA,num_nodes,2,-0.5,-2.0,1.0,1.0,-0.3333333333333333,1.0,False
GA,repair_applied,2,0.0,0.0,0.0,1.0,0.0,1.0,False
GA,generation_constraint_rejections,2,0.0,0.0,0.0,1.0,0.0,1.0,False
GA,candidate_repairs_applied,2,0.0,0.0,0.0,1.0,0.0,1.0,False
GA,novelty_vs_reference,2,-0.04105601666256012,-0.04908096543987819,-0.03303106788524206,0.5033741564608848,-5.116047192550558,1.0,False
GA,graph_edit_distance,2,0.0009947209534090957,-0.0037406015037593984,0.00573004341057759,1.0,0.21006403732933815,1.0,False
GA,generation_time_sec,2,-0.15227997303009033,-0.32280850410461426,0.018248558044433594,1.0,-0.8929882411497543,1.0,False
MAP_ELITES,fitness,2,-0.02923626656499906,-0.07396588914900382,0.0154933560190057,1.0,-0.6536220266578753,1.0,False
MAP_ELITES,feasible,2,0.0,0.0,0.0,1.0,0.0,1.0,False
MAP_ELITES,overall_completeness,2,0.0,0.0,0.0,1.0,0.0,1.0,False
MAP_ELITES,constraint_valid,2,0.0,0.0,0.0,1.0,0.0,1.0,False
MAP_ELITES,linearity,2,-0.022819593787335724,-0.037037037037037035,-0.008602150537634412,0.5128717820544864,-1.605042016806723,1.0,False
MAP_ELITES,leniency,2,0.008333333333333304,-0.2333333333333334,0.25,1.0,0.03448275862068953,1.0,False
MAP_ELITES,progression_complexity,2,-0.03638830283972885,-0.06517832603126716,-0.007598279648190542,0.5006248437890527,-1.263920581016543,1.0,False
MAP_ELITES,topology_complexity,2,-0.016854151595573297,-0.03456049021980423,0.0008521870286576361,1.0,-0.9518710758478646,1.0,False
MAP_ELITES,path_length,2,-0.5,-1.0,0.0,1.0,-1.0,1.0,False
MAP_ELITES,num_nodes,2,0.5,0.0,1.0,1.0,1.0,1.0,False
MAP_ELITES,repair_applied,2,0.0,0.0,0.0,1.0,0.0,1.0,False
MAP_ELITES,generation_constraint_rejections,2,0.0,0.0,0.0,1.0,0.0,1.0,False
MAP_ELITES,candidate_repairs_applied,2,0.0,0.0,0.0,1.0,0.0,1.0,False
MAP_ELITES,novelty_vs_reference,2,-0.025933523634575618,-0.037393614813657806,-0.014473432455493429,0.5033741564608848,-2.2629421729131978,1.0,False
MAP_ELITES,graph_edit_distance,2,0.001897914196373137,-0.0003113144643965768,0.004107142857142851,1.0,0.8590845438841481,1.0,False
MAP_ELITES,generation_time_sec,2,0.08671975135803223,-0.21723055839538574,0.3906700611114502,1.0,0.28530897510314857,1.0,False
